timestamp,ip,verdict,org,city,country
2025-11-09 12:08:02,54.85.199.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US
2025-11-09 12:25:04,54.85.199.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
2025-11-09 12:27:24,54.85.199.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
2025-11-09 12:30:42,54.89.144.122,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
2025-11-09 12:32:49,54.89.144.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
2025-11-09 12:33:17,54.85.199.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
2025-11-09 12:36:21,54.85.199.222,Suspicious (Cloud),"AS14618 Amazon.com, Inc.",Ashburn,US,N/A,N/A
8.8.8.8,AS15169 Google LLC,"Mountain View, US",Suspicious (Cloud),0,0,False,"Monitor and enrich (DNS, whois). Consider blocking if confirmed malicious."
